SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,NPOPCHG2023,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,RBIRTH2021,RBIRTH2022,RBIRTH2023,RDEATH2021,RDEATH2022,RDEATH2023,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RNETMIG2021,RNETMIG2022,RNETMIG2023
050,4,8,08,097,Colorado,Pitkin County,17358,17355,17337,16847,16640,-3,-18,-490,-207,38,127,128,130,16,82,69,68,22,45,59,62,1,18,25,29,-27,-90,-600,-299,-26,-72,-575,-270,1,9,26,1,49,49,49,49,49,7.3215726969,7.4888836883,7.7642070057,4.7273146547,4.0369763632,4.0612775107,2.5942580422,3.4519073251,3.702929495,1.0377032169,1.4626725954,1.732015409,-5.188516084,-35.10414229,-17.85767611,-4.150812868,-33.64146969,-16.1256607
050,4,8,08,099,Colorado,Prowers County,12001,12017,11990,11873,11751,16,-27,-117,-122,50,147,145,142,33,179,157,135,17,-32,-12,7,0,12,22,22,-2,-15,-129,-151,-2,-3,-107,-129,1,8,2,0,363,363,345,323,336,12.246428125,12.152705025,12.021672875,14.912317241,13.15844613,11.429055198,-2.665889116,-1.005741105,0.5926176769,0.9997084184,1.8438586934,1.862512699,-1.249635523,-10.81171688,-12.78360989,-0.249927105,-8.967858191,-10.92109719
050,4,8,08,101,Colorado,Pueblo County,168165,168337,169316,169472,169422,172,979,156,-50,396,1695,1692,1646,518,2370,2517,2232,-122,-675,-825,-586,0,27,44,47,250,1596,953,485,250,1623,997,532,44,31,-16,4,3580,3344,3168,3432,3535,10.039893026,9.9885474102,9.7139518552,14.038080515,14.858849782,13.172260353,-3.998187488,-4.870302372,-3.458308498,0.1599274995,0.2597494598,0.2773728659,9.4534921946,5.6259371642,2.8622519136,9.6134196942,5.8856866241,3.1396247794
050,4,8,08,103,Colorado,Rio Blanco County,6526,6520,6442,6549,6569,-6,-78,107,20,13,57,60,58,16,66,71,70,-3,-9,-11,-12,0,7,7,7,-5,-74,108,27,-5,-67,115,34,2,-2,3,-2,216,216,190,210,210,8.7949390526,9.2371641906,8.8428114042,10.18361364,10.930644292,10.672358591,-1.388674587,-1.693480102,-1.829547187,1.0800802345,1.0776691556,1.0672358591,-11.41799105,16.626895543,4.1164811709,-10.33791082,17.704564699,5.18371703
050,4,8,08,105,Colorado,Rio Grande County,11541,11541,11406,11337,11188,0,-135,-69,-149,28,122,124,121,40,166,179,168,-12,-44,-55,-47,0,1,-2,-2,11,-97,-11,-97,11,-96,-13,-99,1,5,-1,-3,134,134,131,115,128,10.633198239,10.904454118,10.743618202,14.468122195,15.741107154,14.916759156,-3.834923955,-4.836653036,-4.173140954,0.0871573626,-0.175878292,-0.177580466,-8.454264174,-0.967330607,-8.612652608,-8.367106811,-1.143208899,-8.790233074
050,4,8,08,107,Colorado,Routt County,24825,24832,25058,25072,25064,7,226,14,-8,61,181,203,206,42,119,137,137,19,62,66,69,0,10,22,26,-19,144,-58,-103,-19,154,-36,-77,7,10,-16,0,350,350,290,346,359,7.2559631189,8.0989427489,8.2176479974,4.7704950892,5.4657889487,5.4651348333,2.4854680297,2.6331538001,2.7525131642,0.4008819403,0.8777179334,1.0371788735,5.7726999399,-2.313983643,-4.108823999,6.1735818801,-1.436265709,-3.071645125
050,4,8,08,109,Colorado,Saguache County,6368,6389,6511,6627,6688,21,122,116,61,8,65,60,61,14,68,73,76,-6,-3,-13,-15,0,0,1,2,34,130,122,73,34,130,123,75,-7,-5,6,1,13,13,13,13,13,10.07751938,9.1338103212,9.162598573,10.542635659,11.112802557,11.415696583,-0.465116279,-1.978992236,-2.25309801,0,0.152230172,0.300413068,20.15503876,18.572080986,10.965076981,20.15503876,18.724311158,11.265490049
050,4,8,08,111,Colorado,San Juan County,704,711,741,806,802,7,30,65,-4,1,5,8,6,2,7,7,7,-1,-2,1,-1,0,0,0,0,9,35,59,-4,9,35,59,-4,-1,-3,5,1,0,0,0,0,0,6.8870523416,10.342598578,7.4626865672,9.6418732782,9.0497737557,8.7064676617,-2.754820937,1.2928248222,-1.243781095,0,0,0,48.209366391,76.276664512,-4.975124378,48.209366391,76.276664512,-4.975124378
050,4,8,08,113,Colorado,San Miguel County,8070,8054,8080,8008,7868,-16,26,-72,-140,13,55,49,48,8,25,30,35,5,30,19,13,0,4,13,15,-20,-10,-102,-169,-20,-6,-89,-154,-1,2,-2,1,5,5,5,5,5,6.8179000868,6.0914967678,6.0468631897,3.099045494,3.729487817,4.4091710758,3.7188545928,2.3620089508,1.6376921139,0.495847279,1.6161113874,1.8896447468,-1.239618198,-12.68025858,-21.28999748,-0.743770919,-11.06414719,-19.40035273
050,4,8,08,115,Colorado,Sedgwick County,2401,2389,2326,2286,2299,-12,-63,-40,13,6,15,15,14,16,46,49,40,-10,-31,-34,-26,0,0,0,0,-1,-32,-8,40,-1,-32,-8,40,-1,0,2,-1,35,35,34,29,27,6.3626723224,6.5047701648,6.106870229,19.512195122,21.248915872,17.448200654,-13.1495228,-14.74414571,-11.34133043,0,0,0,-13.57370095,-3.469210755,17.448200654,-13.57370095,-3.469210755,17.448200654
050,4,8,08,117,Colorado,Summit County,31055,31001,30998,30636,30465,-54,-3,-362,-171,64,251,258,262,24,73,89,89,40,178,169,173,1,13,82,84,-95,-213,-619,-423,-94,-200,-537,-339,0,19,6,-5,578,578,580,579,579,8.0969047888,8.3720024662,8.5759643868,2.3548766916,2.8880163546,2.9132092764,5.7420280972,5.4839861116,5.6627551104,0.4193616026,2.6608690009,2.7495458339,-6.8710785660000004,-20.08631599,-13.84592724,-6.451716963,-17.42544699,-11.0963814
050,4,8,08,119,Colorado,Teller County,24707,24744,24945,24860,24617,37,201,-85,-243,44,167,181,179,57,241,262,243,-13,-74,-81,-64,0,5,9,9,55,282,-8,-184,55,287,1,-175,-5,-12,-5,-4,164,164,164,164,115,6.7218096561,7.2683465516,7.2356852679,9.7003360905,10.521032025,9.8227459223,-2.978526434,-3.252685473,-2.587060654,0.2012517861,0.361409497,0.3638054045,11.350600737,-0.321252886,-7.437799382,11.551852523,0.0401566108,-7.073993977
050,4,8,08,121,Colorado,Washington County,4817,4813,4868,4847,4855,-4,55,-21,8,7,49,53,52,16,70,68,66,-9,-21,-15,-14,0,1,5,7,3,75,-9,15,3,76,-4,22,2,0,-2,0,169,169,169,169,169,10.122921186,10.910962429,10.719439291,14.46131598,13.998970664,13.605442177,-4.338394794,-3.088008235,-2.886002886,0.2065902283,1.0293360782,1.443001443,15.494267121,-1.852804941,3.0921459493,15.700857349,-0.823468863,4.5351473923
050,4,8,08,123,Colorado,Weld County,328987,331458,339897,350266,359442,2471,8439,10369,9176,1126,4429,4649,4658,593,2263,2566,2286,533,2166,2083,2372,9,179,480,527,2057,6209,7480,6254,2066,6388,7960,6781,-128,-115,326,23,5202,5194,4488,4459,4304,13.194211706,13.47217976,13.126525275,6.7415897699,7.435924557,6.442086041,6.4526219362,6.0362552035,6.6844392342,0.5332499199,1.390975755,1.4851178231,18.496920407,21.676038849,17.62414965,19.030170327,23.067014604,19.109267473
050,4,8,08,125,Colorado,Yuma County,9981,9971,9925,9895,9862,-10,-46,-30,-33,25,132,133,134,28,123,104,102,-3,9,29,32,1,40,109,111,-10,-96,-173,-176,-9,-56,-64,-65,2,1,5,0,214,214,177,150,147,13.268998794,13.420787084,13.564812472,12.364294331,10.49445005,10.325454269,0.9047044632,2.9263370333,3.2393582022,4.0209087254,10.998990918,11.236523764,-9.650180941,-17.45711403,-17.81647011,-5.629272216,-6.458123108,-6.579946348
